VAR_EPF,VAR,VAR_EN,value,NOMBRE,NAME
SUPERF,SUPERFICIEVP,SURFACEMR,279,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,280,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,281,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,282,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,283,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,284,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,285,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,286,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,287,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,288,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,289,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,290,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,291,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,292,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,293,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,294,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,295,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,296,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,297,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,298,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,299,201-299m2,201-299m2
SUPERF,SUPERFICIEVP,SURFACEMR,300,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,301,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,302,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,303,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,304,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,305,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,306,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,307,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,308,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,309,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,310,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,311,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,312,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,313,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,314,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,315,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,316,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,317,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,318,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,319,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,320,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,321,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,322,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,323,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,324,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,325,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,326,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,327,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,328,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,329,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,330,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,331,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,332,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,333,>300m2,>300m2
SUPERF,SUPERFICIEVP,SURFACEMR,-9,No consta,Not provided
FUENCALE,FUENCALEVP,HEATSOURCEMR,1,Electricidad,Electricity
FUENCALE,FUENCALEVP,HEATSOURCEMR,2,Gas natural,Natural gas
FUENCALE,FUENCALEVP,HEATSOURCEMR,3,Gas liquado,Liquid gas
FUENCALE,FUENCALEVP,HEATSOURCEMR,4,Otros combliq,Other liqgas
FUENCALE,FUENCALEVP,HEATSOURCEMR,5,Combustibles solidos,Solid fuels
FUENCALE,FUENCALEVP,HEATSOURCEMR,6,Otras,Others
FUENCALE,FUENCALEVP,HEATSOURCEMR,b,Sin calefacción,Without heating
FUENCALE,FUENCALEVP,HEATSOURCEMR,-9,No consta,Not provided
DISPOSIOV,DISPSV,DISPOR,1,Si,Yes
DISPOSIOV,DISPSV,DISPOR,6,No,No
DISPOSI_OV,DISPSV,DISPOR,1,Si,Yes
DISPOSI_OV,DISPSV,DISPOR,6,No,No
